Month,Fiscal_Year,Agency,Bureau,Account,Account_Number,Period_of_Performance,Expiration_Year,TAFS,Unobligated Balance (Line 2490),Budget Authority (Line 2500),Percentage Unobligated
May,2017,Department of Agriculture,Foreign Agricultural Service,Salaries and Expenses,12-2900,No Year,No Year,12-2900 /X - Salaries and Expenses,$30.8M,$34.6M,88.9%
May,2017,Department of Agriculture,Rural Utilities Service,Rural Telephone Bank Direct Loan Financing Account,12-4210,No Year,No Year,12-4210 /X - Rural Telephone Bank Direct Loan Financing Account,$28.1M,$34.1M,82.3%
May,2017,Department of Agriculture,Rural Housing Service,Multifamily Housing Revitalization Direct Loan Financing Account,12-4269,No Year,No Year,12-4269 /X - Multifamily Housing Revitalization Direct Loan Financing Account,$10.4M,$32.7M,31.7%
May,2017,Department of Agriculture,Forest Service,"Timber Roads, Purchaser Elections",12-5202,No Year,No Year,"12-5202 /X - Timber Roads, Purchaser Elections",$32.0M,$32.1M,99.8%
May,2017,Department of Agriculture,Forest Service,Land Acquisition,12-5004,No Year,No Year,12-5004 /X - Land Acquisition,$23.7M,$32.1M,73.9%
May,2017,Department of Agriculture,Forest Service,Timber Sales Pipeline Restoration Fund,12-5264,No Year,No Year,12-5264 /X - Timber Sales Pipeline Restoration Fund,$25.3M,$30.7M,82.4%
May,2017,Department of Agriculture,Rural Business_Cooperative Service,Rural Development Loan Fund Direct Loan Financing Account,12-4219,No Year,No Year,12-4219 /X - Rural Development Loan Fund Direct Loan Financing Account,$15.1M,$30.1M,50.1%
May,2017,Department of Agriculture,Forest Service,"State, Private, and International Forestry (Land and Water Conse",12-5367,No Year,No Year,"12-5367 /X - State, Private, and International Forestry (Land and Water Conse",$26.7M,$29.8M,89.4%
May,2017,Department of Agriculture,Office of Civil Rights,Office of Civil Rights,12-3800,FY2017,2017,12-3800 /17 - Office of Civil Rights,$11.4M,$29.4M,38.8%
May,2017,Department of Agriculture,Rural Business_Cooperative Service,Rural Cooperative Development Grants,12-1900,No Year,No Year,12-1900 /X - Rural Cooperative Development Grants,$27.1M,$29.4M,92.2%
May,2017,Department of Agriculture,Rural Business_Cooperative Service,Energy Assistance Payments,12-2073,No Year,No Year,12-2073 /X - Energy Assistance Payments,$20.6M,$29.3M,70.1%
May,2017,Department of Agriculture,Food and Nutrition Service,Supplemental Nutrition Assistance Program,12-3505,No Year,No Year,12-3505 /X - Supplemental Nutrition Assistance Program,$28.3M,$28.3M,100.0%
May,2017,Department of Agriculture,Farm Service Agency,Discrimination Claims Settlement,12-1144,No Year,No Year,12-1144 /X - Discrimination Claims Settlement,$27.8M,$27.8M,100.0%
May,2017,Department of Agriculture,National Agricultural Statistics Service,National Agricultural Statistics Service,12-1801,No Year,No Year,12-1801 /X - National Agricultural Statistics Service,$0.5M,$27.0M,1.9%
May,2017,Department of Agriculture,Food Safety and Inspection Service,"Expenses and Refunds, Inspection and Grading of Farm Products",12-8137,No Year,No Year,"12-8137 /X - Expenses and Refunds, Inspection and Grading of Farm Products",$18.8M,$26.4M,71.3%
May,2017,Department of Agriculture,Forest Service,Operations and Maintenance of Quarters,12-5219,No Year,No Year,12-5219 /X - Operations and Maintenance of Quarters,$21.9M,$25.6M,85.8%
May,2017,Department of Agriculture,Agricultural Marketing Service,Perishable Agricultural Commodities Act Fund,12-5070,No Year,No Year,12-5070 /X - Perishable Agricultural Commodities Act Fund,$18.4M,$25.3M,72.6%
May,2017,Department of Agriculture,Rural Business_Cooperative Service,Rural Economic Development Direct Loan Financing Account,12-4176,No Year,No Year,12-4176 /X - Rural Economic Development Direct Loan Financing Account,$8.8M,$24.7M,35.8%
May,2017,Department of Agriculture,Food and Nutrition Service,Supplemental Nutrition Assistance Program,12-3505,FY2016-FY2017,2017,12-3505 16/17 - Supplemental Nutrition Assistance Program,$17.2M,$24.6M,69.8%
May,2017,Department of Agriculture,Forest Service,Administration of Rights-of-way and Other Land Uses,12-5361,No Year,No Year,12-5361 /X - Administration of Rights-of-way and Other Land Uses,$20.5M,$24.1M,85.4%
May,2017,Department of Agriculture,Rural Development,Salaries and Expenses,12-0403,FY2016-FY2017,2017,12-0403 16/17 - Salaries and Expenses,$20.9M,$20.9M,100.0%
May,2017,Department of Agriculture,Rural Utilities Service,High Energy Cost Grants,12-2042,No Year,No Year,12-2042 /X - High Energy Cost Grants,$5.8M,$20.3M,28.4%
May,2017,Department of Agriculture,Animal and Plant Health Inspection Service,Miscellaneous Contributed Funds,12-8226,No Year,No Year,12-8226 /X - Miscellaneous Contributed Funds,$13.7M,$18.5M,74.1%
May,2017,Department of Agriculture,Food and Nutrition Service,Nutrition Programs Administration,12-3508,No Year,No Year,12-3508 /X - Nutrition Programs Administration,$17.7M,$17.7M,100.0%
May,2017,Department of Agriculture,Executive Operations,Office of the Chief Economist,12-0123,FY2017,2017,12-0123 /17 - Office of the Chief Economist,$9.9M,$16.9M,58.3%
May,2017,Department of Agriculture,Foreign Agricultural Service,Foreign Service National Separation Liability Trust Fund,12-8505,No Year,No Year,12-8505 /X - Foreign Service National Separation Liability Trust Fund,$2.5M,$15.0M,16.9%
May,2017,Department of Agriculture,Farm Service Agency,Pima Agriculture Cotton Trust Fund,12-5635,No Year,No Year,12-5635 /X - Pima Agriculture Cotton Trust Fund,$0.1M,$14.9M,0.8%
May,2017,Department of Agriculture,Forest Service,"Payment to Counties, National Grasslands",12-5896,No Year,No Year,"12-5896 /X - Payment to Counties, National Grasslands",$0.0M,$13.6M,0.0%
May,2017,Department of Agriculture,Executive Operations,National Appeals Division,12-0706,FY2017,2017,12-0706 /17 - National Appeals Division,$5.0M,$13.4M,37.3%
May,2017,Department of Agriculture,Natural Resources Conservation Service,Conservation Operations,12-1000,No Year,No Year,12-1000 /X - Conservation Operations,$12.3M,$12.5M,98.3%
May,2017,Department of Agriculture,Natural Resources Conservation Service,Watershed Rehabilitation Program,12-1002,FY2017,2017,12-1002 /17 - Watershed Rehabilitation Program,$12.0M,$12.0M,100.0%
May,2017,Department of Agriculture,Rural Business_Cooperative Service,Rural Cooperative Development Grants,12-1900,FY2017,2017,12-1900 /17 - Rural Cooperative Development Grants,$10.1M,$11.6M,87.6%
May,2017,Department of Agriculture,Rural Utilities Service,Rural Water and Waste Water Disposal Guaranteed Loans Financing,12-4218,No Year,No Year,12-4218 /X - Rural Water and Waste Water Disposal Guaranteed Loans Financing,$10.9M,$10.9M,100.0%
May,2017,Department of Agriculture,Farm Service Agency,Salaries and Expenses,12-0600,FY2016-FY2017,2017,12-0600 16/17 - Salaries and Expenses,$10.1M,$10.1M,100.0%
May,2017,Department of Agriculture,Rural Business_Cooperative Service,Rural Development Loan Fund Program Account,12-2069,FY2017,2017,12-2069 /17 - Rural Development Loan Fund Program Account,$5.5M,$9.9M,55.6%
May,2017,Department of Agriculture,Executive Operations,Office of Budget and Program Analysis,12-0503,FY2017,2017,12-0503 /17 - Office of Budget and Program Analysis,$3.7M,$9.5M,38.3%
May,2017,Department of Agriculture,National Institute of Food and Agriculture,Biomass Research and Development,12-1003,No Year,No Year,12-1003 /X - Biomass Research and Development,$8.9M,$9.2M,96.7%
May,2017,Department of Agriculture,Rural Utilities Service,Rural Electrification and Telecommunications Loans Program Accou,12-1230,No Year,No Year,12-1230 /X - Rural Electrification and Telecommunications Loans Program Accou,$7.0M,$9.0M,77.5%
May,2017,Department of Agriculture,Natural Resources Conservation Service,Farm Security and Rural Investment Programs,12-1004,FY2017,2017,12-1004 /17 - Farm Security and Rural Investment Programs,$7.3M,$8.7M,83.6%
May,2017,Department of Agriculture,Rural Business_Cooperative Service,Rural Microenterprise Investment Direct Loan Financing Account,12-4354,No Year,No Year,12-4354 /X - Rural Microenterprise Investment Direct Loan Financing Account,$2.4M,$8.7M,27.5%
May,2017,Department of Agriculture,Agricultural Marketing Service,Payments to States and Possessions,12-2501,No Year,No Year,12-2501 /X - Payments to States and Possessions,$7.6M,$8.6M,88.5%
May,2017,Department of Agriculture,Farm Service Agency,Commodity Credit Corporation Export Loans Program Account,12-1336,FY2017,2017,12-1336 /17 - Commodity Credit Corporation Export Loans Program Account,$4.7M,$8.5M,54.7%
May,2017,Department of Agriculture,Farm Service Agency,Commodity Credit Corporation Guaranteed Loans Liquidating Accoun,12-4338,No Year,No Year,12-4338 /X - Commodity Credit Corporation Guaranteed Loans Liquidating Accoun,$7.9M,$8.5M,92.8%
May,2017,Department of Agriculture,Forest Service,Land between the Lakes Management Fund,12-5360,No Year,No Year,12-5360 /X - Land between the Lakes Management Fund,$5.1M,$8.5M,60.7%
May,2017,Department of Agriculture,Office of Chief Financial Officer,Office of the Chief Financial Officer,12-0014,FY2017,2017,12-0014 /17 - Office of the Chief Financial Officer,$4.4M,$8.1M,53.6%
May,2017,Department of Agriculture,Farm Service Agency,Grassroots Source Water Protection Program,12-3304,No Year,No Year,12-3304 /X - Grassroots Source Water Protection Program,$5.2M,$6.5M,80.8%
May,2017,Department of Agriculture,Office of the Secretary,Gifts and Bequests,12-8203,No Year,No Year,12-8203 /X - Gifts and Bequests,$6.3M,$6.5M,96.8%
May,2017,Department of Agriculture,Farm Service Agency,Commodity Credit Corporation Export Loans Program Account,12-1336,No Year,No Year,12-1336 /X - Commodity Credit Corporation Export Loans Program Account,$5.5M,$6.1M,89.6%
May,2017,Department of Agriculture,Food and Nutrition Service,State Child Nutrition Programs,12-3539,FY2013-FY2017,2017,12-3539 13/17 - State Child Nutrition Programs,$3.4M,$6.0M,56.5%
May,2017,Department of Agriculture,Forest Service,Land between the Lakes Trust Fund,12-8039,No Year,No Year,12-8039 /X - Land between the Lakes Trust Fund,$5.9M,$6.0M,98.6%
May,2017,Department of Agriculture,Forest Service,"Payment to Minnesota (Cook, Lake, And St. Louis Counties) from T",12-5213,No Year,No Year,"12-5213 /X - Payment to Minnesota (Cook, Lake, And St. Louis Counties) from T",$0.0M,$5.7M,0.0%
May,2017,Department of Agriculture,Office of Inspector General,"Inspector General, Assets Forfeiture, Department of Justice",12-5410,No Year,No Year,"12-5410 /X - Inspector General, Assets Forfeiture, Department of Justice",$4.5M,$5.5M,82.1%
May,2017,Department of Agriculture,Forest Service,Midewin National Tallgrass Prairie Rental Fees,12-5277,No Year,No Year,12-5277 /X - Midewin National Tallgrass Prairie Rental Fees,$4.6M,$5.2M,87.8%
May,2017,Department of Agriculture,National Institute of Food and Agriculture,Extension Activities,12-0502,FY2017-FY2018,2018,12-0502 17/18 - Extension Activities,$5.0M,$5.0M,100.0%
May,2017,Department of Agriculture,Animal and Plant Health Inspection Service,Salaries and Expenses,12-1600,FY2016-FY2017,2017,12-1600 16/17 - Salaries and Expenses,$4.0M,$4.9M,82.4%
May,2017,Department of Agriculture,Hazardous Materials Management,Hazardous Materials Management,12-0500,No Year,No Year,12-0500 /X - Hazardous Materials Management,$1.8M,$4.7M,38.5%
May,2017,Department of Agriculture,Office of the Secretary,Outreach for Socially Disadvantaged Farmers,12-0601,No Year,No Year,12-0601 /X - Outreach for Socially Disadvantaged Farmers,$1.4M,$4.6M,31.1%
May,2017,Department of Agriculture,Farm Service Agency,USDA Supplemental Assistance,12-2701,No Year,No Year,12-2701 /X - USDA Supplemental Assistance,$4.4M,$4.4M,100.0%
May,2017,Department of Agriculture,Office of Inspector General,"Inspector General, Assets Forfeiture, Department of the Treasur",12-5411,No Year,No Year,"12-5411 /X - Inspector General, Assets Forfeiture, Department of the Treasur",$3.9M,$4.4M,88.3%
May,2017,Department of Agriculture,Farm Service Agency,Agricultural Credit Insurance Fund Liquidating Account,12-4140,No Year,No Year,12-4140 /X - Agricultural Credit Insurance Fund Liquidating Account,$3.4M,$4.3M,78.2%
May,2017,Department of Agriculture,Office of the General Counsel,Office of Ethics,12-0136,FY2017,2017,12-0136 /17 - Office of Ethics,$2.2M,$4.3M,50.1%
May,2017,Department of Agriculture,Animal and Plant Health Inspection Service,Buildings and Facilities,12-1601,No Year,No Year,12-1601 /X - Buildings and Facilities,$3.6M,$3.9M,91.0%
May,2017,Department of Agriculture,Farm Service Agency,State Mediation Grants,12-0170,FY2017,2017,12-0170 /17 - State Mediation Grants,$2.0M,$3.9M,50.2%
May,2017,Department of Agriculture,Rural Business_Cooperative Service,Rural Business Investment Program Guarantee Financing Account,12-4033,No Year,No Year,12-4033 /X - Rural Business Investment Program Guarantee Financing Account,$3.9M,$3.9M,100.0%
May,2017,Department of Agriculture,Farm Service Agency,Agricultural Credit Insurance Fund Program Account,12-1140,No Year,No Year,12-1140 /X - Agricultural Credit Insurance Fund Program Account,$3.2M,$3.8M,82.6%
May,2017,Department of Agriculture,Rural Business_Cooperative Service,Rural Microenterprise Investment Program Account,12-1955,No Year,No Year,12-1955 /X - Rural Microenterprise Investment Program Account,$2.4M,$3.7M,64.7%
May,2017,Department of Agriculture,Rural Business_Cooperative Service,Rural Business and Industry Direct Loans Financing Account,12-4223,No Year,No Year,12-4223 /X - Rural Business and Industry Direct Loans Financing Account,$2.9M,$3.7M,79.4%
May,2017,Department of Agriculture,Farm Service Agency,Commodity Credit Corporation Fund,72-12-4336,No Year,No Year,72-12-4336 /X - Commodity Credit Corporation Fund,$3.4M,$3.4M,100.0%
May,2017,Department of Agriculture,Rural Business_Cooperative Service,Rural Economic Development Loans Program Account,12-3108,No Year,No Year,12-3108 /X - Rural Economic Development Loans Program Account,$1.2M,$3.0M,41.2%
May,2017,Department of Agriculture,Office of the Secretary,"Office of the Under Secretary for Research, Education and Econom",12-0124,FY2017,2017,"12-0124 /17 - Office of the Under Secretary for Research, Education and Econom",$0.4M,$2.8M,15.4%
May,2017,Department of Agriculture,Foreign Agricultural Service,Salaries and Expenses,12-2900,FY2016-FY2017,2017,12-2900 16/17 - Salaries and Expenses,$1.7M,$2.5M,66.2%
May,2017,Department of Agriculture,Forest Service,Management of National Forest Lands for Subsistence Uses,12-1119,FY2017-FY2020,2020,12-1119 17/20 - Management of National Forest Lands for Subsistence Uses,$1.1M,$2.5M,44.4%
May,2017,Department of Agriculture,Rural Development,Salaries and Expenses,12-0403,No Year,No Year,12-0403 /X - Salaries and Expenses,$2.5M,$2.5M,100.0%
May,2017,Department of Agriculture,National Institute of Food and Agriculture,Native American Institutions Endowment Fund,12-5205,No Year,No Year,12-5205 /X - Native American Institutions Endowment Fund,$1.3M,$2.3M,58.0%
May,2017,Department of Agriculture,Office of Inspector General,Office of Inspector General,12-0900,No Year,No Year,12-0900 /X - Office of Inspector General,$2.2M,$2.2M,99.9%
May,2017,Department of Agriculture,Agricultural Marketing Service,"Wool Research, Development, and Promotion Trust Fund",12-8100,No Year,No Year,"12-8100 /X - Wool Research, Development, and Promotion Trust Fund",$0.0M,$2.1M,0.0%
May,2017,Department of Agriculture,Natural Resources Conservation Service,Damage Assessment and Restoration Revolving Fund,12-4368,No Year,No Year,12-4368 /X - Damage Assessment and Restoration Revolving Fund,$2.1M,$2.1M,100.0%
May,2017,Department of Agriculture,Rural Business_Cooperative Service,Rural Business Investment Program Account,12-1907,No Year,No Year,12-1907 /X - Rural Business Investment Program Account,$2.1M,$2.1M,100.0%
May,2017,Department of Agriculture,Rural Business_Cooperative Service,Rural Development Loan Fund Liquidating Account,12-4233,No Year,No Year,12-4233 /X - Rural Development Loan Fund Liquidating Account,$2.1M,$2.1M,100.0%
May,2017,Department of Agriculture,Executive Operations,Office of the Chief Economist,12-0123,FY2017-FY2018,2018,12-0123 17/18 - Office of the Chief Economist,$2.0M,$2.0M,100.0%
May,2017,Department of Agriculture,National Institute of Food and Agriculture,Buildings and Facilities,12-1501,No Year,No Year,12-1501 /X - Buildings and Facilities,$1.7M,$1.7M,99.6%
May,2017,Department of Agriculture,Foreign Agricultural Service,Public Law 480 Title I Program Account,12-2277,FY2017,2017,12-2277 /17 - Public Law 480 Title I Program Account,$0.0M,$1.5M,0.0%
